57
57,95
60,5
60,5
59,4
60,5
61,5
62
63,85
61,45
59,9
59,45
57,7
61,4
59,5
59,9
60,6
58,55
59,25
59,45
61,8
63,9
65,15
65,6
65,9
65,65
64,85
65,9
62,05
63,5
64,5
65,6
63,95
69,7
73,9
75,5
75,5
73,2
74
66,4
61,95
60,05
60
61
60,05
59
52,95
52,45
52,2
52
52,8
53,35
52,9
51,3
51,7
50,85
50,55
49
46,05
48
48,25
47
47,25
45,95
46,4
45,3
43,85
43,5
45,25
44,7
43,9
43,8
45,55
44,15
55,7
58,3
55,3
56,75
115
119,55
120,8
120,2
117
115,45
112,9
106
109,75
108,5
105,3
107,1
104,05
103
108,5
105,5
103
104,6
103,5
101
97,8
100
99,5
101,75
102
102,3
100
100,65
101,8
101,8
98,9
93,2
91,85
92,35
91,5
88,3
86,9
86,6
86,4
88,7
86,5
89,45
88,9
88,4
89
92,6
85,9
83,2
85
76
73,05
76,1
75,5
76,5
74,9
70
70,3
69,15
67,75
68,9
68
68
66,8
66
67,4
67,95
71,2
72,9
73,5
73,9
70,45
71,5
70,25
70
69,3
68,5
67,7
68
67,45
65,8
64,6
64,9
63,8
66
67
68
67,35
66,8
66,8
66,4
65,65
63,6
65,3
66
65,8
61,6
61,6
64,2
67
66,9
64,5
67,5
67,5
68,7
68,5
67,45
67,3
70,65
76,8
74,9
71,6
71,4
66,8
61,5
59,15
58,5
58
59
58,95
57,2
53,6
52,65
53,3
54,05
55,35
68
76,8
77,1
86,3
80,5
78
76,2
76,5
78,9
75
77,05
79,1
81
86,5
91,1
86,6
78,45
79,5
75,1
77
78,5
83,4
83
87,1
87,6
90,1
92,4
94,95
96,6
95
97,45
95
95,5
98,9
96,4
98
97,5
97
99,9
100,5
99
102
102,4
95
104,05
109,1
113,2
111,45
113,1
112,5
112,5
113,2
113,1
110
106,7
106,5
103,3
102,6
101
105,2
108
110,7
110,05
114,5
115,2
109,5
110,05
109
108
108
109
111,9
110,8
116,3
109
112,25
108,3
110
118,7
118,85
119,35
120,9
121,45
119,85
109,95
110
110,9
109,8
109,45
109,5
106,9
104,9
102
100,9
102,5
96
90
90,95
89,8
91,85
90,3
90
93
91,4
95,3
94,99
92,9
93
93,44
94,2
96,3
93,18
94
97,5
98
103,9
102,8
107,68
106,5
105,8
102
103,2
105,4
109,5
128
128,35
128,35
128,5
130
127
130,5
130,5
134,7
130,4
129,75
130
131,29
132,9
131
134
134
135
133
133,25
133
130
130
126,86
141,4
142,5
145,5
144,4
147
142,01
138
142,5
130
129
127,49
126,99
119,8
114,2
113
109,1
110,03
111
109,24
110
110,12
111,18
109,11
110,31
110
112
112,01
114
109,51
108,98
109
106,41
107,4
105,5
103,16
101,82
102,5
101,1
102,55
109,42
105
104,3
101,35
100,02
103,5
103,9
104
103
104
102
102,2
105,8
107,26
107,89
108,9
107,8
107
109,85
100,8
101
106,79
103,83
100,2
99,7
100,5
102,99
104,9
106,5
115
116,3
112,1
114,5
117
112,9
107,9
113,2
116,2
118,98
118,5
118,65
118,2
120,13
124,5
124
123
123
131,97
129
136
129,05
131,7
135,5
139,05
140
143,1
150,08
152,95
154
157
161
163,8
155
147,8
146
139,5
134,1
131,2
128,3
132,5
133,01
137,31
134,5
137,4
134
134,4
134,8
134,5
136
143,05
142,7
146,5
139,3
135
131,5
134,9
134,01
134,2
132
138
137,5
137,5
138
137
136,1
142,4
142,2
139,3
136,9
135,5
132
128,5
134,25
140
141
141
138,5
137,55
140,2
137,1
153,5
166,2
164
165,89
163,05
165,5
165,02
170,5
159,2
164,45
165
156
156
158
143
136,7
136,5
135,5
135,9
135,2
133,9
135,3
141,5
132
127,9
119,9
121,1
124,4
125
127
127,3
129
127,2
131,34
132
134,6
138
131,5
127,72
126,6
128
132,9
129
130,5
129
125,7
131,1
132
140,8
144,44
150
146,73
147,01
151
150
153,5
154
156,9
157
159
150
152,9
147,1
151
144,33
148,85
150,21
169
186
190
192,9
190,3
185
188,8
192
191,62
192
189
188,5
182
196,5
209
198,8
200
203,9
192,1
177
184,9
178,9
181
181,5
175
180
171,5
159
157,2
146,5
136
125,5
138,2
143,5
153,2
156,5
149,7
146
152
172,99
173,2
173
183,24
187
177,11
180
176,7
195,3
204
203,7
195,55
200
208
213
218,1
211
212
202,1
212
214
202
210
213,5
223,8
232
230
226,5
220,1
216,1
219
215,9
212
253
284,8
296
318
324,5
316
323
325,5
308,5
314,8
307,4
297
294,1
296
299,5
311,9
318
329,5
321
323
327,4
330,1
319,5
325,1
336
336,5
331
336,5
334,7
333,6
342,9
343,2
333
328,2
336,1
340
335,5
341
340,6
342,6
346,5
345,9
347,4
347,8
360
363
375
372,1
371,3
371,2
369
376,3
380
390
386
383,1
382,1
385
390
386,9
394,2
391
388
384
378,1
370
369,8
377
373,8
369
367
346,2
344,1
343,5
349
359,8
356,7
359
356,9
366,5
358,5
367,8
369,9
367,9
371,9
365,6
374
366,5
365,5
365
366
371
363
357
357,5
357,5
352,9
345
340
336
338,9
341
348,8
344
353,6
348,9
343
356
355,8
335
339,1
345,2
350,5
341
352,1
333,3
338
340
332,1
335,6
335
338,5
329
336
342
338
332,6
327
316,9
331
335
324
